order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,sales_amount,channel,payment_method,shipping_priority
919,2024-09-20 17:00:00,204,24,347,18.59,10,5805.66,Key Account,Bank Transfer,Standard
920,2024-11-01 15:00:00,213,288,244,43.85,10,9629.46,Distributor,Credit Card,Express
921,2024-07-05 23:00:00,190,299,391,31.13,5,11563.24,Distributor,Invoice,Standard
922,2024-07-06 09:00:00,164,69,8,19.39,0,155.12,Key Account,Bank Transfer,Standard
923,2024-05-25 16:00:00,380,27,366,33.96,0,12429.36,Key Account,Invoice,Express
924,2024-01-10 17:00:00,65,276,127,24.76,10,2830.07,Distributor,Invoice,Express
925,2024-08-26 17:00:00,185,59,158,13.95,10,1983.69,Key Account,Invoice,Express
926,2024-01-03 19:00:00,172,206,65,24.36,10,1425.06,Key Account,Invoice,Express
927,2024-08-06 05:00:00,86,100,99,8.26,0,817.74,Key Account,Credit Card,Standard
928,2024-02-25 08:00:00,55,143,400,20.07,0,8028.0,Distributor,Bank Transfer,Express
929,2024-05-16 17:00:00,380,209,175,67.03,5,11143.74,Distributor,Credit Card,Standard
930,2024-11-02 19:00:00,14,214,332,41.83,0,13887.56,Online,Bank Transfer,Express
931,2024-05-30 10:00:00,468,62,78,13.66,10,958.93,Distributor,Bank Transfer,Standard
932,2024-11-23 12:00:00,156,123,108,20.38,0,2201.04,Distributor,Credit Card,Express
933,2024-05-03 13:00:00,117,26,301,12.93,0,3891.93,Online,Credit Card,Express
934,2024-04-10 09:00:00,171,204,385,26.69,5,9761.87,Key Account,Invoice,Standard
935,2024-03-13 21:00:00,448,16,232,27.72,10,5787.94,Distributor,Invoice,Standard
936,2024-07-09 20:00:00,227,98,321,17.88,0,5739.48,Distributor,Invoice,Standard
937,2024-04-04 08:00:00,414,267,217,41.73,0,9055.41,Online,Credit Card,Express
938,2024-12-25 18:00:00,57,11,78,12.12,5,898.09,Online,Invoice,Express
939,2024-12-06 06:00:00,359,140,83,24.61,0,2042.63,Distributor,Invoice,Standard
940,2024-09-01 02:00:00,114,74,155,16.08,10,2243.16,Key Account,Invoice,Express
941,2024-03-09 14:00:00,495,281,16,43.99,0,703.84,Distributor,Bank Transfer,Standard
942,2024-09-27 12:00:00,449,27,175,33.96,10,5348.7,Distributor,Invoice,Express
943,2024-02-24 11:00:00,355,3,100,47.68,10,4291.2,Key Account,Bank Transfer,Express
944,2024-01-02 14:00:00,364,245,373,21.49,10,7214.19,Online,Invoice,Express
945,2024-07-06 12:00:00,123,72,164,11.47,0,1881.08,Online,Credit Card,Standard
946,2024-08-16 13:00:00,160,166,323,35.73,5,10963.75,Distributor,Credit Card,Express
947,2024-10-11 18:00:00,387,232,254,31.33,5,7559.93,Online,Bank Transfer,Express
948,2024-01-10 09:00:00,89,195,289,28.43,0,8216.27,Distributor,Credit Card,Express
949,2024-01-04 15:00:00,232,140,78,24.61,5,1823.6,Key Account,Invoice,Express
950,2024-12-05 09:00:00,176,183,321,49.93,0,16027.53,Key Account,Credit Card,Standard
951,2024-03-29 17:00:00,445,129,31,21.82,0,676.42,Key Account,Bank Transfer,Express
952,2024-04-18 10:00:00,364,5,138,14.81,0,2043.78,Distributor,Bank Transfer,Standard
953,2024-06-11 09:00:00,67,55,384,14.98,10,5177.09,Key Account,Invoice,Express
954,2024-05-01 15:00:00,342,259,2,34.08,0,68.16,Distributor,Invoice,Standard
955,2024-10-26 13:00:00,27,239,17,38.51,10,589.2,Online,Credit Card,Standard
956,2024-10-26 15:00:00,144,21,280,26.56,0,7436.8,Distributor,Invoice,Express
957,2024-12-01 09:00:00,120,259,345,34.08,0,11757.6,Distributor,Bank Transfer,Standard
958,2024-02-10 16:00:00,467,283,34,30.58,0,1039.72,Online,Invoice,Express
959,2024-08-06 12:00:00,272,187,360,42.56,0,15321.6,Distributor,Invoice,Express
960,2024-07-20 04:00:00,192,284,366,21.38,0,7825.08,Key Account,Credit Card,Express
961,2024-10-15 18:00:00,232,158,191,17.23,5,3126.38,Online,Bank Transfer,Standard
962,2024-06-27 00:00:00,82,85,125,6.06,0,757.5,Key Account,Invoice,Express
963,2024-07-21 02:00:00,146,288,362,43.85,5,15080.01,Online,Bank Transfer,Standard
964,2024-12-21 02:00:00,368,106,73,26.97,5,1870.37,Distributor,Credit Card,Standard
965,2024-11-11 10:00:00,382,223,1,32.48,5,30.86,Key Account,Invoice,Express
966,2024-12-08 14:00:00,424,171,362,52.1,0,18860.2,Online,Bank Transfer,Express
967,2024-02-05 09:00:00,212,38,71,49.39,0,3506.69,Distributor,Credit Card,Express
968,2024-06-14 12:00:00,143,69,74,19.39,0,1434.86,Online,Invoice,Standard
969,2024-07-10 12:00:00,366,236,328,22.15,0,7265.2,Distributor,Bank Transfer,Express
970,2024-07-10 16:00:00,20,94,269,11.86,0,3190.34,Online,Credit Card,Standard
971,2024-11-21 18:00:00,426,44,60,22.63,10,1222.02,Distributor,Invoice,Express
972,2024-10-28 12:00:00,250,300,308,42.79,0,13179.32,Online,Bank Transfer,Standard
973,2024-09-28 18:00:00,16,37,199,47.85,0,9522.15,Distributor,Bank Transfer,Express
974,2024-04-24 02:00:00,196,83,199,28.18,5,5327.43,Distributor,Invoice,Standard
975,2024-08-31 15:00:00,64,25,362,33.4,0,12090.8,Distributor,Bank Transfer,Standard
976,2024-08-27 14:00:00,96,137,138,12.09,5,1585.0,Distributor,Invoice,Standard
977,2024-04-02 09:00:00,28,272,32,19.21,5,583.98,Distributor,Invoice,Express
978,2024-11-29 17:00:00,41,53,271,33.01,5,8498.42,Distributor,Bank Transfer,Standard
979,2024-05-07 17:00:00,258,202,378,28.04,5,10069.16,Online,Invoice,Standard
980,2024-07-28 19:00:00,398,173,328,58.45,0,19171.6,Key Account,Credit Card,Express
981,2024-01-13 10:00:00,282,263,131,29.35,0,3844.85,Online,Invoice,Standard
982,2024-11-21 09:00:00,299,117,173,21.84,0,3778.32,Online,Credit Card,Express
983,2024-06-19 10:00:00,432,282,33,40.44,10,1201.07,Distributor,Bank Transfer,Express
984,2024-10-19 09:00:00,285,215,182,20.14,10,3298.93,Key Account,Invoice,Express
985,2024-10-03 04:00:00,397,275,312,22.19,0,6923.28,Distributor,Bank Transfer,Express
986,2024-08-05 15:00:00,159,56,166,28.17,0,4676.22,Distributor,Bank Transfer,Express
987,2024-11-13 10:00:00,487,148,54,25.89,0,1398.06,Online,Credit Card,Express
988,2024-06-01 10:00:00,302,239,91,38.51,5,3329.19,Online,Invoice,Express
989,2024-08-20 08:00:00,127,44,152,22.63,0,3439.76,Key Account,Bank Transfer,Express
990,2024-03-12 08:00:00,481,115,328,10.21,5,3181.44,Distributor,Credit Card,Standard
991,2024-05-24 09:00:00,31,266,25,21.52,0,538.0,Online,Credit Card,Standard
992,2024-06-17 12:00:00,413,189,161,49.21,0,7922.81,Online,Bank Transfer,Express
993,2024-03-04 08:00:00,382,161,308,17.9,0,5513.2,Key Account,Invoice,Standard
994,2024-04-25 08:00:00,440,161,54,17.9,0,966.6,Key Account,Credit Card,Express
995,2024-11-18 13:00:00,397,204,189,26.69,5,4792.19,Key Account,Invoice,Express
996,2024-01-11 17:00:00,214,231,251,33.32,0,8363.32,Online,Invoice,Standard
997,2024-01-26 12:00:00,293,171,358,52.1,10,16786.62,Distributor,Credit Card,Express
998,2024-01-10 04:00:00,232,269,71,24.35,10,1555.97,Online,Bank Transfer,Standard
999,2024-05-06 03:00:00,209,70,345,28.16,10,8743.68,Distributor,Invoice,Express
1000,2024-03-14 07:00:00,49,18,51,19.57,0,998.07,Distributor,Bank Transfer,Standard
1001,2024-02-07 06:00:00,266,47,303,23.41,10,6383.91,Online,Credit Card,Express
1002,2024-04-04 03:00:00,340,68,318,46.35,5,14002.34,Online,Credit Card,Standard
1003,2024-09-25 15:00:00,161,83,93,28.18,0,2620.74,Distributor,Credit Card,Express
1004,2024-04-08 00:00:00,419,65,16,26.33,0,421.28,Distributor,Invoice,Standard
1005,2024-08-11 09:00:00,436,27,132,33.96,0,4482.72,Online,Credit Card,Express
1006,2024-02-15 14:00:00,447,48,390,11.62,10,4078.62,Key Account,Bank Transfer,Express
1007,2024-03-17 12:00:00,441,67,170,40.02,10,6123.06,Online,Credit Card,Standard
1008,2024-11-01 17:00:00,90,41,370,16.84,0,6230.8,Distributor,Invoice,Express
1009,2024-11-24 23:00:00,110,114,206,28.1,5,5499.17,Distributor,Credit Card,Express
1010,2024-11-11 12:00:00,50,100,81,8.26,0,669.06,Distributor,Bank Transfer,Express
1011,2024-03-27 09:00:00,408,62,376,13.66,0,5136.16,Distributor,Credit Card,Standard
1012,2024-03-17 12:00:00,244,279,180,18.43,5,3151.53,Key Account,Bank Transfer,Standard
1013,2024-03-12 03:00:00,250,264,145,25.92,0,3758.4,Distributor,Invoice,Express
1014,2024-06-05 10:00:00,29,187,245,42.56,0,10427.2,Online,Credit Card,Express
1015,2024-05-19 10:00:00,7,260,236,21.25,0,5015.0,Online,Credit Card,Standard
1016,2024-09-07 16:00:00,199,45,261,16.59,5,4113.49,Distributor,Credit Card,Express
1017,2024-04-16 15:00:00,146,10,56,39.5,10,1990.8,Distributor,Bank Transfer,Express
1018,2024-07-20 07:00:00,148,286,71,37.3,0,2648.3,Key Account,Credit Card,Standard
1019,2024-09-30 20:00:00,380,70,49,28.16,5,1310.85,Key Account,Credit Card,Express
1020,2024-02-29 04:00:00,152,214,166,41.83,0,6943.78,Online,Credit Card,Express
1021,2024-12-06 02:00:00,468,14,98,32.28,0,3163.44,Distributor,Credit Card,Express
1022,2024-07-30 12:00:00,489,139,343,9.21,5,3001.08,Online,Invoice,Express
1023,2024-04-20 22:00:00,361,28,59,25.57,10,1357.77,Distributor,Invoice,Express
1024,2024-11-03 04:00:00,420,237,146,41.0,0,5986.0,Distributor,Invoice,Standard
1025,2024-04-15 12:00:00,333,144,162,6.37,0,1031.94,Distributor,Invoice,Standard
1026,2024-10-10 14:00:00,390,103,157,24.87,5,3709.36,Online,Credit Card,Standard
1027,2024-04-25 01:00:00,67,274,337,42.94,10,13023.7,Key Account,Credit Card,Express
1028,2024-05-18 20:00:00,17,7,56,47.86,10,2412.14,Key Account,Invoice,Standard
1029,2024-04-15 06:00:00,154,129,7,21.82,5,145.1,Distributor,Bank Transfer,Standard
1030,2024-02-23 15:00:00,244,20,65,32.09,0,2085.85,Online,Bank Transfer,Express
1031,2024-05-27 08:00:00,313,164,306,28.38,0,8684.28,Online,Invoice,Standard
1032,2024-09-01 13:00:00,153,102,326,14.7,10,4312.98,Key Account,Bank Transfer,Express
1033,2024-06-14 08:00:00,119,33,69,36.44,0,2514.36,Online,Invoice,Standard
1034,2024-07-11 17:00:00,48,293,316,32.94,0,10409.04,Online,Invoice,Standard
1035,2024-02-18 14:00:00,350,161,393,17.9,0,7034.7,Distributor,Invoice,Standard
1036,2024-09-02 05:00:00,452,196,235,49.21,10,10407.92,Key Account,Invoice,Standard
1037,2024-02-20 10:00:00,9,161,245,17.9,10,3946.95,Distributor,Bank Transfer,Express
1038,2024-06-08 21:00:00,331,54,137,25.46,0,3488.02,Distributor,Invoice,Standard
1039,2024-02-04 21:00:00,299,97,385,12.96,10,4490.64,Online,Credit Card,Standard
1040,2024-07-06 10:00:00,17,229,215,43.26,0,9300.9,Key Account,Invoice,Standard
1041,2024-01-22 20:00:00,435,241,329,42.44,10,12566.48,Key Account,Credit Card,Standard
1042,2024-10-20 16:00:00,15,105,130,11.4,0,1482.0,Key Account,Credit Card,Express
1043,2024-01-16 02:00:00,403,132,145,25.05,0,3632.25,Online,Invoice,Express
1044,2024-08-26 10:00:00,202,74,147,16.08,0,2363.76,Online,Invoice,Standard
1045,2024-01-02 12:00:00,489,60,48,31.67,0,1520.16,Online,Credit Card,Express
1046,2024-04-26 23:00:00,103,38,16,49.39,10,711.22,Key Account,Invoice,Standard
1047,2024-10-31 11:00:00,148,292,269,28.89,0,7771.41,Key Account,Bank Transfer,Standard
1048,2024-07-28 12:00:00,213,242,373,41.39,0,15438.47,Online,Credit Card,Standard
1049,2024-03-01 15:00:00,333,233,210,38.42,5,7664.79,Key Account,Invoice,Express
1050,2024-08-26 17:00:00,421,119,286,9.12,0,2608.32,Online,Invoice,Express
1051,2024-01-31 16:00:00,314,31,258,12.13,5,2973.06,Online,Credit Card,Standard
1052,2024-02-29 00:00:00,327,229,210,43.26,10,8176.14,Online,Credit Card,Express
1053,2024-11-24 12:00:00,322,298,367,43.04,0,15795.68,Key Account,Credit Card,Standard
1054,2024-01-10 09:00:00,83,161,177,17.9,0,3168.3,Key Account,Invoice,Standard
1055,2024-08-09 12:00:00,355,173,142,58.45,0,8299.9,Distributor,Invoice,Standard
1056,2024-08-25 16:00:00,256,261,276,30.31,10,7529.0,Online,Invoice,Express
1057,2024-06-23 01:00:00,55,274,167,42.94,0,7170.98,Distributor,Invoice,Standard
1058,2024-01-17 12:00:00,330,48,308,11.62,0,3578.96,Online,Bank Transfer,Standard
1059,2024-08-16 02:00:00,272,198,396,24.0,5,9028.8,Distributor,Credit Card,Standard
1060,2024-11-26 14:00:00,379,278,240,41.32,10,8925.12,Online,Bank Transfer,Express
1061,2024-11-28 10:00:00,312,89,239,13.07,5,2967.54,Online,Invoice,Standard
1062,2024-07-08 01:00:00,487,254,81,44.75,0,3624.75,Distributor,Bank Transfer,Standard
1063,2024-05-23 21:00:00,462,175,84,29.99,0,2519.16,Distributor,Bank Transfer,Express
1064,2024-12-23 21:00:00,104,204,349,26.69,0,9314.81,Online,Bank Transfer,Express
1065,2024-02-15 00:00:00,344,180,391,22.29,10,7843.85,Key Account,Credit Card,Standard
1066,2024-10-26 17:00:00,71,129,347,21.82,10,6814.39,Distributor,Invoice,Express
1067,2024-01-23 02:00:00,480,42,321,25.95,0,8329.95,Distributor,Bank Transfer,Standard
1068,2024-06-25 00:00:00,246,60,159,31.67,0,5035.53,Online,Credit Card,Standard
1069,2024-08-06 11:00:00,467,117,198,21.84,0,4324.32,Key Account,Credit Card,Standard
1070,2024-01-27 11:00:00,218,267,151,41.73,0,6301.23,Online,Credit Card,Standard
1071,2024-01-29 10:00:00,447,256,215,19.54,0,4201.1,Key Account,Invoice,Express
1072,2024-05-22 13:00:00,382,59,374,13.95,0,5217.3,Online,Credit Card,Express
1073,2024-01-02 09:00:00,53,255,9,24.97,10,202.26,Key Account,Bank Transfer,Standard
1074,2024-05-19 17:00:00,67,14,227,32.28,5,6961.18,Online,Invoice,Standard
1075,2024-06-12 12:00:00,212,143,346,20.07,0,6944.22,Online,Credit Card,Express
1076,2024-06-15 00:00:00,422,65,245,26.33,0,6450.85,Distributor,Bank Transfer,Express
1077,2024-09-20 14:00:00,426,77,297,23.57,0,7000.29,Online,Credit Card,Express
1078,2024-10-10 13:00:00,374,204,360,26.69,0,9608.4,Key Account,Bank Transfer,Express
1079,2024-05-15 05:00:00,64,235,363,31.41,0,11401.83,Key Account,Credit Card,Express
1080,2024-08-25 10:00:00,329,46,126,18.59,0,2342.34,Online,Credit Card,Standard
1081,2024-10-23 22:00:00,292,149,16,6.29,0,100.64,Online,Bank Transfer,Standard
1082,2024-03-21 09:00:00,34,262,282,43.13,0,12162.66,Distributor,Credit Card,Express
1083,2024-06-03 17:00:00,61,237,89,41.0,5,3466.55,Online,Credit Card,Standard
1084,2024-12-20 12:00:00,225,249,299,35.5,0,10614.5,Distributor,Bank Transfer,Standard
1085,2024-10-29 02:00:00,226,183,165,49.93,0,8238.45,Online,Credit Card,Express
1086,2024-10-09 23:00:00,130,126,304,23.34,10,6385.82,Online,Bank Transfer,Express
1087,2024-12-19 22:00:00,469,262,40,43.13,5,1638.94,Online,Credit Card,Standard
1088,2024-02-12 09:00:00,394,127,291,22.09,0,6428.19,Key Account,Bank Transfer,Standard
1089,2024-08-16 02:00:00,148,99,55,7.29,0,400.95,Key Account,Invoice,Standard
1090,2024-02-19 12:00:00,18,262,17,43.13,5,696.55,Key Account,Credit Card,Standard
1091,2024-06-09 13:00:00,453,131,2,11.45,5,21.75,Key Account,Credit Card,Express
1092,2024-09-06 17:00:00,491,58,337,15.68,0,5284.16,Key Account,Invoice,Express
1093,2024-11-20 04:00:00,362,167,111,35.11,5,3702.35,Online,Credit Card,Standard
1094,2024-12-28 09:00:00,287,135,161,25.04,5,3829.87,Key Account,Bank Transfer,Standard
1095,2024-05-12 10:00:00,293,37,220,47.85,0,10527.0,Key Account,Credit Card,Express
1096,2024-05-09 05:00:00,99,277,30,29.25,0,877.5,Distributor,Invoice,Express
1097,2024-09-08 18:00:00,132,224,111,54.46,10,5440.55,Distributor,Credit Card,Express
1098,2024-04-11 17:00:00,337,33,318,36.44,10,10429.13,Key Account,Bank Transfer,Standard
1099,2024-01-18 14:00:00,39,297,96,20.42,5,1862.3,Key Account,Credit Card,Express
1100,2024-07-11 07:00:00,67,279,171,18.43,0,3151.53,Key Account,Credit Card,Express
1101,2024-06-28 11:00:00,280,185,380,58.81,0,22347.8,Key Account,Credit Card,Standard
1102,2024-09-22 10:00:00,243,267,258,41.73,10,9689.71,Distributor,Credit Card,Express
1103,2024-08-09 09:00:00,232,65,86,26.33,10,2037.94,Online,Invoice,Standard
1104,2024-08-20 01:00:00,315,3,184,47.68,10,7895.81,Key Account,Bank Transfer,Standard
1105,2024-04-28 12:00:00,428,22,399,13.93,5,5280.17,Key Account,Invoice,Express
1106,2024-12-05 11:00:00,131,99,111,7.29,10,728.27,Key Account,Bank Transfer,Standard
1107,2024-02-10 08:00:00,387,115,182,10.21,10,1672.4,Online,Bank Transfer,Express
1108,2024-11-07 08:00:00,53,117,188,21.84,10,3695.33,Online,Invoice,Express
1109,2024-07-24 14:00:00,468,213,150,69.9,10,9436.5,Online,Credit Card,Express
1110,2024-02-03 17:00:00,10,35,248,47.99,0,11901.52,Distributor,Invoice,Standard
1111,2024-06-13 16:00:00,195,62,142,13.66,0,1939.72,Key Account,Credit Card,Standard
1112,2024-09-30 16:00:00,383,255,376,24.97,10,8449.85,Online,Invoice,Express
1113,2024-09-29 09:00:00,228,46,145,18.59,5,2560.77,Key Account,Bank Transfer,Express
1114,2024-08-09 21:00:00,46,155,298,7.79,0,2321.42,Key Account,Bank Transfer,Express
1115,2024-05-27 17:00:00,400,77,279,23.57,5,6247.23,Key Account,Bank Transfer,Standard
1116,2024-03-03 04:00:00,37,41,371,16.84,5,5935.26,Key Account,Invoice,Standard
1117,2024-09-21 03:00:00,49,270,325,20.33,5,6276.89,Distributor,Credit Card,Express
1118,2024-07-04 03:00:00,114,220,231,38.26,5,8396.16,Online,Bank Transfer,Express
1119,2024-02-19 12:00:00,351,166,10,35.73,5,339.43,Online,Bank Transfer,Standard
1120,2024-02-19 07:00:00,480,208,189,26.68,10,4538.27,Key Account,Bank Transfer,Express
1121,2024-11-08 13:00:00,260,137,127,12.09,0,1535.43,Key Account,Invoice,Express
1122,2024-02-11 22:00:00,280,200,292,58.37,0,17044.04,Distributor,Invoice,Standard
1123,2024-10-03 13:00:00,103,99,222,7.29,0,1618.38,Distributor,Bank Transfer,Express
1124,2024-04-17 08:00:00,349,1,368,40.41,0,14870.88,Key Account,Credit Card,Standard
1125,2024-11-23 11:00:00,327,4,328,43.85,5,13663.66,Distributor,Credit Card,Express
1126,2024-01-06 23:00:00,93,274,140,42.94,0,6011.6,Online,Bank Transfer,Standard
1127,2024-11-05 22:00:00,350,221,73,30.73,0,2243.29,Online,Credit Card,Standard
1128,2024-12-25 16:00:00,218,98,225,17.88,5,3821.85,Online,Invoice,Express
1129,2024-11-06 18:00:00,121,158,287,17.23,0,4945.01,Key Account,Bank Transfer,Express
1130,2024-12-14 08:00:00,487,138,147,10.59,10,1401.06,Key Account,Credit Card,Express
1131,2024-11-17 02:00:00,368,37,277,47.85,0,13254.45,Online,Credit Card,Express
1132,2024-11-16 20:00:00,165,225,272,35.65,0,9696.8,Online,Bank Transfer,Express
1133,2024-01-29 10:00:00,39,38,229,49.39,5,10744.79,Distributor,Invoice,Standard
1134,2024-01-19 13:00:00,453,290,56,23.56,0,1319.36,Distributor,Credit Card,Express
1135,2024-10-01 18:00:00,354,218,293,45.81,5,12751.21,Key Account,Bank Transfer,Express
1136,2024-06-21 12:00:00,165,77,43,23.57,5,962.83,Distributor,Credit Card,Express
1137,2024-09-08 20:00:00,241,126,114,23.34,10,2394.68,Distributor,Credit Card,Standard
1138,2024-07-12 10:00:00,147,277,397,29.25,10,10451.02,Distributor,Credit Card,Express
1139,2024-07-18 10:00:00,72,278,342,41.32,0,14131.44,Online,Invoice,Standard
1140,2024-06-11 05:00:00,192,217,351,45.89,0,16107.39,Online,Invoice,Express
1141,2024-01-23 17:00:00,108,157,230,12.7,0,2921.0,Online,Bank Transfer,Express
1142,2024-02-23 04:00:00,215,199,107,38.54,0,4123.78,Online,Credit Card,Standard
1143,2024-11-14 01:00:00,447,168,96,29.87,10,2580.77,Key Account,Invoice,Standard
1144,2024-07-16 18:00:00,109,204,152,26.69,5,3854.04,Key Account,Bank Transfer,Standard
1145,2024-10-06 13:00:00,180,155,52,7.79,5,384.83,Online,Bank Transfer,Standard
1146,2024-10-26 13:00:00,389,277,263,29.25,0,7692.75,Distributor,Bank Transfer,Standard
1147,2024-02-27 14:00:00,440,109,279,25.97,0,7245.63,Key Account,Invoice,Express
1148,2024-12-25 12:00:00,255,195,302,28.43,10,7727.27,Key Account,Bank Transfer,Standard
1149,2024-08-18 14:00:00,95,28,258,25.57,5,6267.21,Online,Credit Card,Standard
1150,2024-01-21 11:00:00,251,104,105,15.78,10,1491.21,Key Account,Bank Transfer,Express
1151,2024-11-24 00:00:00,40,10,222,39.5,0,8769.0,Distributor,Credit Card,Express
1152,2024-04-08 11:00:00,301,205,156,48.25,0,7527.0,Distributor,Invoice,Express
1153,2024-12-29 17:00:00,169,38,398,49.39,5,18674.36,Distributor,Invoice,Express
1154,2024-08-26 17:00:00,500,164,377,28.38,0,10699.26,Key Account,Invoice,Express
1155,2024-06-19 18:00:00,312,116,32,15.84,0,506.88,Distributor,Bank Transfer,Express
1156,2024-12-04 21:00:00,262,236,64,22.15,0,1417.6,Distributor,Bank Transfer,Express
1157,2024-10-04 10:00:00,118,233,11,38.42,0,422.62,Key Account,Bank Transfer,Standard
1158,2024-08-05 13:00:00,248,82,227,18.62,5,4015.4,Distributor,Bank Transfer,Express
1159,2024-12-14 23:00:00,497,63,86,34.42,0,2960.12,Key Account,Credit Card,Standard
1160,2024-10-05 06:00:00,14,291,132,30.15,0,3979.8,Key Account,Credit Card,Express
1161,2024-10-11 15:00:00,144,21,335,26.56,10,8007.84,Online,Bank Transfer,Express
1162,2024-03-01 10:00:00,349,168,324,29.87,0,9677.88,Key Account,Credit Card,Express
1163,2024-05-11 16:00:00,74,70,371,28.16,10,9402.62,Key Account,Invoice,Standard
1164,2024-02-11 19:00:00,480,111,265,13.59,0,3601.35,Online,Credit Card,Standard
1165,2024-01-19 02:00:00,8,122,13,28.37,10,331.93,Distributor,Bank Transfer,Express
1166,2024-04-19 08:00:00,211,9,397,19.76,5,7452.48,Online,Invoice,Express
1167,2024-01-08 09:00:00,341,153,56,8.88,5,472.42,Distributor,Bank Transfer,Express
1168,2024-01-12 13:00:00,66,92,231,27.54,10,5725.57,Key Account,Credit Card,Express
1169,2024-12-28 13:00:00,56,211,364,55.6,10,18214.56,Online,Bank Transfer,Standard
1170,2024-08-28 09:00:00,419,124,262,5.2,10,1226.16,Distributor,Invoice,Express
1171,2024-03-18 09:00:00,10,233,335,38.42,0,12870.7,Online,Invoice,Express
1172,2024-08-08 15:00:00,442,98,207,17.88,10,3331.04,Distributor,Invoice,Standard
1173,2024-03-20 09:00:00,480,110,319,29.99,5,9088.47,Distributor,Bank Transfer,Standard
1174,2024-11-13 12:00:00,191,183,391,49.93,0,19522.63,Distributor,Invoice,Standard
1175,2024-05-16 15:00:00,268,178,111,24.99,0,2773.89,Key Account,Invoice,Standard
1176,2024-04-13 11:00:00,254,33,14,36.44,0,510.16,Online,Invoice,Standard
1177,2024-01-04 21:00:00,170,125,356,19.67,5,6652.39,Key Account,Credit Card,Standard
1178,2024-03-09 14:00:00,476,157,245,12.7,0,3111.5,Distributor,Invoice,Standard
1179,2024-02-03 21:00:00,255,199,236,38.54,0,9095.44,Distributor,Bank Transfer,Standard
1180,2024-08-05 10:00:00,300,3,361,47.68,10,15491.23,Distributor,Bank Transfer,Express
1181,2024-11-12 13:00:00,221,156,103,5.06,10,469.06,Key Account,Credit Card,Express
1182,2024-02-28 21:00:00,106,206,2,24.36,10,43.85,Online,Bank Transfer,Standard
1183,2024-01-18 23:00:00,175,236,396,22.15,5,8332.83,Online,Invoice,Standard
1184,2024-11-24 08:00:00,168,40,100,20.9,0,2090.0,Distributor,Bank Transfer,Standard
1185,2024-09-20 13:00:00,41,75,225,32.04,0,7209.0,Key Account,Invoice,Standard
1186,2024-09-26 13:00:00,32,139,184,9.21,10,1525.18,Distributor,Invoice,Express
1187,2024-12-29 18:00:00,159,226,66,15.45,0,1019.7,Distributor,Invoice,Express
1188,2024-03-14 06:00:00,118,92,97,27.54,10,2404.24,Online,Invoice,Standard
1189,2024-05-22 15:00:00,424,56,118,28.17,5,3157.86,Online,Credit Card,Express
1190,2024-03-18 10:00:00,338,168,117,29.87,0,3494.79,Distributor,Invoice,Standard
1191,2024-03-19 14:00:00,89,199,109,38.54,0,4200.86,Key Account,Credit Card,Express
1192,2024-05-16 16:00:00,410,136,208,12.1,5,2390.96,Key Account,Invoice,Express
1193,2024-03-12 13:00:00,266,109,246,25.97,0,6388.62,Distributor,Credit Card,Express
1194,2024-06-09 09:00:00,359,257,292,16.5,0,4818.0,Distributor,Bank Transfer,Express
1195,2024-01-05 01:00:00,375,189,41,49.21,5,1916.73,Distributor,Bank Transfer,Standard
1196,2024-09-20 02:00:00,333,14,76,32.28,10,2207.95,Online,Invoice,Standard
1197,2024-09-21 04:00:00,80,147,235,24.78,5,5532.14,Distributor,Bank Transfer,Standard
1198,2024-03-31 20:00:00,197,299,388,31.13,0,12078.44,Distributor,Invoice,Express
1199,2024-05-15 20:00:00,176,93,259,25.31,5,6227.53,Online,Bank Transfer,Standard
1200,2024-05-23 15:00:00,20,59,322,13.95,0,4491.9,Key Account,Credit Card,Express
1201,2024-01-11 20:00:00,243,106,124,26.97,0,3344.28,Online,Credit Card,Standard
1202,2024-07-30 18:00:00,30,227,211,32.62,10,6194.54,Distributor,Invoice,Express
1203,2024-03-13 14:00:00,387,153,44,8.88,10,351.65,Online,Bank Transfer,Express
1204,2024-02-06 12:00:00,477,9,334,19.76,5,6269.85,Distributor,Bank Transfer,Standard
1205,2024-08-05 13:00:00,142,271,148,39.2,0,5801.6,Key Account,Bank Transfer,Express
1206,2024-07-24 23:00:00,120,92,75,27.54,0,2065.5,Key Account,Invoice,Standard
1207,2024-09-12 17:00:00,95,52,310,15.79,5,4650.15,Distributor,Invoice,Standard
1208,2024-09-27 09:00:00,3,218,222,45.81,0,10169.82,Distributor,Invoice,Express
1209,2024-11-23 18:00:00,23,94,183,11.86,10,1953.34,Distributor,Bank Transfer,Express
1210,2024-10-06 11:00:00,355,80,367,17.07,10,5638.22,Distributor,Credit Card,Express
1211,2024-11-29 23:00:00,249,101,221,27.87,0,6159.27,Key Account,Bank Transfer,Express
1212,2024-10-12 06:00:00,97,276,281,24.76,5,6609.68,Distributor,Credit Card,Express
1213,2024-03-14 20:00:00,394,210,302,41.03,0,12391.06,Online,Credit Card,Express
1214,2024-05-08 16:00:00,391,139,66,9.21,10,547.07,Online,Bank Transfer,Standard
1215,2024-08-20 16:00:00,87,158,172,17.23,10,2667.2,Key Account,Bank Transfer,Express
1216,2024-02-02 01:00:00,328,99,384,7.29,0,2799.36,Key Account,Credit Card,Express
